Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction,Medicine,Dosage_Info_Medicine,Duration_Medicine,Notes_Medicine,Diet_For_Recovery,Dosage_Info_Diet,Duration_Diet,Notes_Diet,Vaccination_Name,Age_To_Give,Type,Duration_Vaccine,Notes_Vaccine
Horse,Thoroughbred,6,Male,550,Lameness,Loss of Appetite,Swollen Legs,Fever,5 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,39.5°C,78,Equine Influenza,"NSAIDs, Bronchodilators",As directed by veterinarian,7-10 days,Rest is essential for recovery,"High-quality hay, bran mash, electrolytes","Small, frequent meals",1-2 weeks,Ensure adequate hydration,Equine Influenza Vaccine,"4-6 months, with booster 4-6 weeks later",Core,Every 6-12 months,"Essential for all horses, especially those in contact with other horses"
Dog,Rottweiler,7,Male,35,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,39.3°C,110,Kennel Cough,"Doxycycline, Cough suppressants",5-10 mg/kg daily,7-10 days,Rest and isolation from other dogs,Regular diet with added warm broth,Normal feeding schedule,2-3 weeks,Ensure adequate hydration,Bordetella Vaccine,6-8 weeks,Non-core,Annual or biannual,"Recommended for dogs in kennels, daycares, or frequent social settings"
Cat,Persian,4,Female,7,Vomiting,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,125,Feline Infectious Peritonitis,"GS-441524, Anti-inflammatories",4-10 mg/kg daily,84 days,Emerging treatment with promising results,"High-quality, nutrient-dense diet","Small, frequent meals",2-3 weeks,Appetite stimulants may be needed,FIP Vaccine,"16 weeks, with booster 3-4 weeks later",Non-core,Annual,"Limited efficacy, discuss with veterinarian"
Horse,Clydesdale,10,Female,750,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,39.4°C,90,Equine Encephalomyelitis,Appropriate medication for equine Equine Encephalomyelitis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality hay and appropriate supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,"Core Equine Vaccines (Tetanus, EEE/WEE, Rabies)","4-6 months, with boosters",Core,Annual,Essential preventative care for all horses
Cow,Holstein,8,Male,650,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.5°C,80,Bovine Respiratory Disease Complex,Appropriate medication for bovine Bovine Respiratory Disease Complex,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial/Respiratory Vaccine Complex,"2-4 months, with booster",Core,Annual,Essential preventative care for cattle
Rabbit,Himalayan,3,Male,1.8,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.0°C,140,Rabbit Viral Hemorrhagic Disease,Appropriate medication for rabbit Rabbit Viral Hemorrhagic Disease,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Sheep,Rambouillet,5,Female,90,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,39.3°C,78,Scrapie,Appropriate medication for ovine Scrapie,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, easily digestible feed","Small, frequent meals",2-3 weeks,Vitamin and mineral supplements,No vaccine available,As recommended by veterinarian,Consult veterinarian,As recommended by veterinarian,Genetic selection and testing used for control
Goat,Boer,6,Male,100,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.6°C,85,Pneumonia,Appropriate medication for caprine Pneumonia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality browse, hay, and appropriate supplements",Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,CDT Vaccine,"2-3 months, with booster",Core,Annual,Essential for preventing enterotoxemia and tetanus in goats
Pig,Berkshire,4,Female,120,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.2°C,100,Swine Fever,Appropriate medication for Pig with Swine Fever,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality feed, electrolyte supplements","Small, frequent meals",2-3 weeks,Ensure adequate hydration,Classical Swine Fever Vaccine,6-8 weeks,Core,Annual,Mandatory in many regions
Dog,Golden Retriever,5,Male,40,Vomiting,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,130,Canine Parvovirus,Appropriate antibiotics and supportive medication for Canine Parvovirus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Highly digestible, bland diet with electrolytes","Small, frequent meals (4-6 times daily)",2-3 weeks,Gradually transition back to regular diet as symptoms improve,DHPP Vaccine,"6-8 weeks, then every 3-4 weeks until 16 weeks",Core,"Annual booster, then every 3 years","Essential for all puppies, protects against multiple diseases including parvovirus"
Cat,Bengal,3,Female,8,Nasal Discharge,Loss of Appetite,Coughing,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.0°C,145,Feline Panleukopenia,Appropriate antibiotics and supportive medication for Feline Panleukopenia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, palatable diet appropriate for condition","Small, frequent meals",1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,FVRCP Vaccine,"8 weeks, then every 3-4 weeks until 16 weeks",Core,Annual booster,Essential preventative care for all cats
Horse,Arabian,7,Male,450,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,39.4°C,85,Equine Protozoal Myeloencephalitis,Appropriate medication for equine Equine Protozoal Myeloencephalitis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality hay, vitamin and mineral supplements",Normal feeding schedule,2-3 weeks,Vitamin E supplements may be beneficial,No vaccine available,As recommended by veterinarian,Consult veterinarian,As recommended by veterinarian,Prevention through feed management and antiprotozoal drugs
Cow,Jersey,6,Female,550,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,39.6°C,70,Johne's Disease,No effective treatment,Supportive care only,Ongoing management,Focus on preventing spread to other animals,"High-quality, easily digestible feed","Small, frequent meals",2-3 weeks,Vitamin and mineral supplements,Silirum Vaccine,Under 35 days of age,Non-core,One-time,"Limited availability, used in high-risk herds"
Rabbit,English Angora,2,Male,1.9,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,39.1°C,150,Ringworm,Appropriate medication for rabbit Ringworm,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Sheep,Suffolk,4,Male,110,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.3°C,77,Bluetongue,Appropriate medication for ovine Bluetongue,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate mineral supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial Vaccine,"2-3 months, with booster",Core,Annual,Essential preventative care for sheep
Goat,Nubian,7,Female,120,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.7°C,85,Foot-and-Mouth Disease,Appropriate medication for caprine Foot-and-Mouth Disease,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality browse, hay, and appropriate supplements",Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,CDT Vaccine,"2-3 months, with booster",Core,Annual,Essential for preventing enterotoxemia and tetanus in goats
Pig,Tamworth,5,Male,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,39.3°C,92,Actinobacillus Pleuropneumonia,Appropriate medication for Pig with Actinobacillus Pleuropneumonia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,Species-appropriate diet for Pig with Actinobacillus Pleuropneumonia,As recommended by veterinarian,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Multi-component Swine Vaccine,"3-4 weeks, with booster",Core,Annual,Essential preventative care for pigs
Dog,Beagle,4,Female,25,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,39.2°C,120,Distemper,Appropriate antibiotics and supportive medication for Distemper,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-calorie, easily digestible diet","Small, frequent meals",2-3 weeks,May need assisted feeding if appetite is poor,DHPP Vaccine,"6-8 weeks, then every 3-4 weeks until 16 weeks",Core,"Annual booster, then every 3 years","Essential for all puppies, protects against multiple diseases including distemper"
Cat,Siberian,5,Male,11,Coughing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.2°C,140,Feline Leukemia Virus,Appropriate antibiotics and supportive medication for Feline Leukemia Virus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, palatable diet appropriate for condition","Small, frequent meals",1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,FVRCP Vaccine,"8 weeks, then every 3-4 weeks until 16 weeks",Core,Annual booster,Essential preventative care for all cats
Horse,Pinto,6,Male,600,Lameness,Loss of Appetite,Swollen Legs,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.5°C,88,Equine Influenza,"NSAIDs, Bronchodilators",As directed by veterinarian,7-10 days,Rest is essential for recovery,"High-quality hay, bran mash, electrolytes","Small, frequent meals",1-2 weeks,Ensure adequate hydration,Equine Influenza Vaccine,"4-6 months, with booster 4-6 weeks later",Core,Every 6-12 months,"Essential for all horses, especially those in contact with other horses"
Cow,Ayrshire,7,Female,550,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.4°C,75,Bovine Johne's Disease,Appropriate medication for bovine Bovine Johne's Disease,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial/Respiratory Vaccine Complex,"2-4 months, with booster",Core,Annual,Essential preventative care for cattle
Rabbit,Mini Rex,2,Female,1.5,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.1°C,130,Pneumonia,Appropriate medication for rabbit Pneumonia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Sheep,Dorper,4,Male,95,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.3°C,78,Contagious Ecthyma,Appropriate medication for ovine Contagious Ecthyma,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate mineral supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial Vaccine,"2-3 months, with booster",Core,Annual,Essential preventative care for sheep
Goat,Saanen,8,Female,110,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,39.8°C,85,Caprine Arthritis Encephalitis,Appropriate medication for caprine Caprine Arthritis Encephalitis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, nutrient-dense feed",Normal feeding schedule,Long-term management,Joint supplements may be beneficial,No effective vaccine,As recommended by veterinarian,Consult veterinarian,As recommended by veterinarian,Prevention through testing and management
Pig,Landrace,6,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,39.2°C,110,Swine Influenza,Appropriate medication for Pig with Swine Influenza,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality feed, vitamin supplements",Normal feeding schedule,1-2 weeks,Ensure adequate hydration,Swine Influenza Vaccine,Breeding stock and piglets,Non-core,Biannual,Recommended in high-risk herds
Dog,Chihuahua,3,Male,6,Lethargy,Vomiting,Loss of Appetite,Fever,5 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,39.3°C,135,Parvovirus,"Parvaid, Electrolytes, Antibiotics",5 ml twice daily,5–7 days,"Supportive care, hydration","Boiled chicken, rice, electrolyte water",3 times daily,1 week,"Small portions, frequently",Canine Parvo Vaccine,6–8 weeks,Core,Annual booster,Essential for puppies
Cat,Burmese,4,Female,7.5,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.0°C,140,Feline Chlamydiosis,Appropriate antibiotics and supportive medication for Feline Chlamydiosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, palatable diet appropriate for condition","Small, frequent meals",1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,FVRCP Vaccine,"8 weeks, then every 3-4 weeks until 16 weeks",Core,Annual booster,Essential preventative care for all cats
Horse,Appaloosa,8,Male,700,Lameness,Loss of Appetite,Swollen Legs,Fever,7 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,39.3°C,82,West Nile Virus,Appropriate medication for equine West Nile Virus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality hay and appropriate supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,"Core Equine Vaccines (Tetanus, EEE/WEE, Rabies)","4-6 months, with boosters",Core,Annual,Essential preventative care for all horses
Cow,Guernsey,5,Female,600,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,39.6°C,85,Bovine Tuberculosis,Appropriate medication for bovine Bovine Tuberculosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, nutrient-dense feed",Normal feeding schedule,2-3 weeks,Vitamin and mineral supplements,BCG Vaccine,Calves,Non-core,Variable,"Limited use, testing and culling more common"
